lyric,class
"I just want your body close to me, oh!",1
"You say you love me, don't you lie (Yeah)",0
I got shooters in New York,0
"She just in a mood, wanna groove, wanna move",1
Is it chill that you're in my head?,1
Back when I was feelin' more forgivin' (More forgivin'),0
That's not what love's supposed to do,1
The best people in life are free,1
But some things you can't undo,1
"I'ma put you in the mix, put you in the mix",1
"Lookin' back how things came back around, guess I was hooked",1
Then they celebrate my medals or they wanna take my trophies,1
Swear they should be on MAD TV,1
I don't really care what comes out my mouth,1
And I find it bittersweet,1
"Please say hello to my gat, b**** (Please say hello to my)",0
Pull up where you be and it's on sight,0
"Em, you're pushin' 50",0
"Give to me, give to me, why won't you live for me?",0
"Yeah, babe, yeah, babe, yeah, babe",1
I'll play my fight song,1
Our love will never be another,0
"Now I be countin' money, buyin' jewelry, hoes be ridin' d*** (d***)",0
"But, Kells, the day you put out a hit's the day Diddy admits",0
"I wanna savor, save it for later",1
I even put it on the first Black President,0
"Pop up, guess who, b****?",0
I used to break in and enter,0
If I showed you my flaws,1
"Cheers to the wish you were here, but you're not",1
Now Flex drop bombs when he spin it,1
Why I got you on my mind,1
"My anxiety the size of a planet (Yeah, ooh)",0
Got me feeling drunk and high,1
"Cross your fingers, here we go",1
"But I ain't gon' lie, I miss the old you",0
"b****, gang, gang, blatt, blatt, hrrr",0
"Low key, low key, you should really get to know me",1
I've been waiting (I've been waiting),1
When I'm with you,1
"I see it, I like it, I want it, I got it (Yep)",1
"No, we ain't kids no more",1
You can be kind to the one that you love,1
"The best is yet to come, I'm just glad that you waited",0
Can't keep my hands to myself,1
"Come hang, let's go out with a bang!",1
"Ooh, ooh ooh ooh, ooh",1
"I'm a hot girl, I do hot s*** (I do hot s***)",0
"(What you need, yeah)",1
"Look what God did, took his time with me (Yeah, yeah)",0
"n****s dissin' on Lil Valley, he get slumped n****",0
"Now I'm standin' back from it, I finally see the pattern",1
"Murder, what it is, murder, what it is, yeah, murder, what it is, uh",0
"But that's not what I see (Yeah, yeah)",1
I cannot blame you,0
"Got two on me, got two on me",0
"I get woke by a lil freak, with my d*** in her mouth, she eat up",0
Cause I'm hollow,1
We steady killin' 'cause these n****s tryna frame us,0
"Just look up, bro, there the Scuds go",0
"Sweat jackets and dress slacks, mismatched",0
I'm gonna let you know the move,0
Shorty a lil' baddie (She a lil' baddie),0
"Wanna go back, wanna go",1
"Paris never feels the same, when the streets all call your name",1
I'm lost in my imagination,1
"It's Tha Carter V, let the thugs sing (Thugs)",0
"Mmm, but nothing breaks like a heart",1
"Big crib in Hollywood, I don't even act (Yeah)",1
"Too many girls, what you call that? Got 'em all in line, they fiendin', yeah",0
"Everybody, lose control (Yeah)",1
Isn't it? Isn't it? Isn't it?,1
Would you love me less?,1
'Cause we should try that sometime,1
I just went up in my price,0
Let me treat ya to a drink,1
"Oh, she bad with no swag, I can pipe her up",0
Seems like I'm always chosen by romantics that are hopeless,0
When you love someone,1
"Ooh, you're all that I want",1
If you don't wanna see me dancing with somebody,1
"This ain't no guitar, b****, this a Glock (Glock, Glock, Glock, Glock)",0
"Had to blow it on the court, I must have blew a milli'",0
Sometimes I feel like giving up,1
She hit the brakes and speed it up like she a car (Hmm),0
"I'm feelin', I'm feelin', I'm feelin', I'm feelin' ya",1
"Yeah, if s*** was at a eight, we like to make it ten",0
She like when I take a pill and take her under (Let's go),0
"Say what's the matter, what's the matter with me?",1
I think I'm losing my mind now,1
I see the future when I get wavy (Wavy God!),0
Thinkin' you could live without me,1
"I don't like nobody but you, I hate everyone here",1
"We're never alone, but always depressed, yeah",1
"Ooh, do too much (Do too much)",0
"Got M's in the bank, like, ""Yes, indeed""",0
"Walk outside, I keep a pole (Pole)",0
Runnin' through the money and the b**** keep callin',0
"I took the Bentley coupe back, then I hopped in a Cayenne (Skrrt)",0
"(Shawty say I she feeling me, I ain't never set back tho')",0
"Oh, Heaven knows I've tried",1
"And I'm not going home with you, home with you",1
"She give me head, that bit' migraine (Migraine)",0
This is not one of them stories that got three sides,0
Still sleep on covers in his mama house,0
Can't keep my hands to myself,1
Them p**** n****s ain't 'bout that s***,0
"I told her ""Bae, I gotta go"" (Go)",0
I'll let you bring a thousand recruits,0
"I can take it all back, I never cared 'bout what you thought",0
"But once in a while, I catch myself",1
"We get high to pass time, but b****, I ain't no fiend (I ain't no fiend)",0
But everything means nothing if I can't have you,1
"Who's taking you home, home, home, home",1
"Had to have high, high hopes for a living",1
"It don't matter what you gotta say about it, yeah (What you gotta say about it)",0
"I'm a cool girl, I'm a, I'm a, I'm a, I'm a",1
But we just ignored them the night we met,1
"I go to Marshall, what matters? Ayy, what you on?",0
"Didn't know what I was missing, now I see a lil' different",0
"Rolls Royce to the chopper, chopper to the jet, Cali', a week or two",0
"I live for now, I don't know what happen after here",0
"Just wanna go home, wanna go home",1
"Too toxic (Toxic), ooh, ooh",0
I was skippin' school to get my sack right,0
I don't wake up in the mornin' for cereal,0
"Tryna hide from the camera, I ain't goin' outside today",0
"Got my own lingo, I can change your whole lil' ego",0
You're all I see,1
Tape ce shoulder lean,0
Whip the foreign very viciously,0
"When you're close, I'm alive, I can feel the sky",1
"Bend it over, lift it up (Make that jump, jump)",0
"Whenever you want it, baby",1
"Double up my cream, now that's a Double Stuff, yeah",0
"When your mama got diagnosed, I swear I almost cried for you",1
Thought there'd be no pressure,1
You'll find another life to live (Yeah),0
Every single moment for you great,1
"Cut the bulls***, get off my mullet",1
(Why can't you get enough?),1
At least we'll both be numb,1
He a classy n**** rockin' Tom Ford (Classy),0
"Yeah, you know what I'm sayin'?",0
"You wanna f*** me, you gotta give some special head",0
"Said if I leave her, she gon' die",0
"Deep in my bones, I can feel you",1
Tomorrow comes and goes before you know (Yeah),1
Can you tell me right now?,1
She looking at me like she surprised,0
"Cardi got rich, they upset, yeah (21)",0
Like we had a beautiful view,1
They don't have enough to satisfy a real one,0
"Easier said than done, I thought you were the one",0
"Break it down, bag it up""",0
"Es gibt Leute, die mich fertig machen wollen",1
Can't take back the love that I gave you,0
Let me see the light within the dark trees shadowing?,1
You can't tell me nothin',0
"Wrist freeze, yep, my wrist on pink skis",1
"Yeah, you used to look in my eyes, now you look away, oh",1
"Go to DR, get that fat transfer (Rich sex)",0
"We don't talk anymore, like we used to do",1
"Three in the mornin', four in the mornin', meet you for eggs in the mornin'",1
"Buy her bundles, fly her out, bring her friend, I try her out",0
"And I'm not going home with you, home with you",1
"My wrist look like a snow cone, make her eat it (Woah)",0
"Maybe that's the reason I stay, I stay",1
"I told her don't ever leave me 'lone, 'lone, 'lone",0
We got London On Da Track,0
"Shawty know to drop it low like a limbo every time we kick it like Timbo, woah, woah, woah",0
"Self care, we gonna be",0
"Money come and go, I'ma keep you forever",0
I should get ready for the show now,0
"Know you want the shoe with the red at the bottom, bae",0
"All of you Mario, it's all a game",0
"I got a feeling that it's time to let it go, let it go",1
But that does not mean s*** to me,0
"Baby, it hit so hard, I'm holding on to my chest",1
"Audemar, baguettes got added (Audemar)",0
"I got local ho, but I shipped her out the country though",0
You love me now and I feel the same way,1
"Now stay on your stomach, lil' b****, when you lay down",0
"Come on home with me, oh baby, let it loose",1
"Yeah, do we really gotta do this now?",1
"Yeah, it's a new life",1
And how was I supposed to know (I miss you so),1
"(Yeah, you heard me)",1
"Yeah, back home and I'm fresh on bail",0
'Cause I love the adrenaline in my veins,1
"When we move, well, you already know",1
I don't even know how to explain this,1
Though I be tryin' to let the time heal my mind,0
"Drippin' in Louis V, made a movie, and Prada another film",0
"Now you gone, gone, gone",0
"Just know, if you cross her, then you cross me",1
You ain't dealin' with a f***in' featherweight,0
I been winnin' all my life,0
"Walkin' home, stumblin' home, gettin' curious",1
"27. LBS Kee'vin, Belair Baby",1
And I'll call you when the party's over,1
"West Hollywood, know my presence is menacing",0
We can kick it and just listen to,1
"I'm back, baby, where the love?",0
"No, I should hook up with Tay Keith",0
"Nike Airs, All That",1
"They try to take my flow, I take they a** for ransom",0
Don't wanna turn this to a counseling sesh,0
"Silk Dior with the flowers, five gold Cubans",0
"If they come along, I won't think twice",1
"Messing with my head, oh",1
"Real dope boy, ain't chargin' no card",0
That's how we continue down the path of Jordan and Jackson,0
"Winning's fantastic, Cartiers straight out the plastic",0
"(Yup, it might be, yup, it might be)",0
How the f*** she know my name? (Yeah),0
What am I doing?,1
She like the way I rrr,0
We're movin' different while we're makin' love,1
"I'll make it feel like a vacay, turn the bed into an ocean",1
"Anything can happen at the night show, ooh",1
"All these Percs won't stay down, I keep on throwing up (Yeah)",0
"Yeah, yeah, yeah, go, go away",0
"We be robbin' and schemin' (On God), oh Lord",0
"Ooh, I surrender (Ayy), time to forget ya (Ayy)",0
I can't feel my face when I'm with you,1
"Just closed case, so a n**** can't find that, baby, where your mind at?",0
(You'll get over it),0
That they wishin' and wishin' and wishin' and wishin',0
But are you on ten yet?,0
I feel like I'm Gucci Mane in 2006,0
And all of a sudden I'm so good at math,0
I wish we could take it back in time,1
"'Cause a n**** like me, I'm not watchin'",0
I want you to be the one that's on my mind,1
"If you want beef, baby, then you can leave, baby, yeah, yeah, yeah",0
I don't think you understand,1
"Bought a traphouse and it came with a pot (Ugh, ugh)",0
"I know, I know, I know (No, no)",1
"Every time I get high, I just think about you",0
Don't look too hard,1
"Or a (or a) monster truck, I'm trippin' but I'm fallin' up",0
Isn't it? Isn't it? Isn't it?,1
"I sit back and read the offence (Read), my hoe is addicted to faucets (Woo)",0
"I'll make sure that I dont need no mentions (yah,yah)",1
"And I'm rollin', rollin', rollin', rollin'",0
"Spotlight, uh, moonlight",0
White X6 look like a panda,1
"I'm just tryna find, l've been lookin' for a new way",0
You're lovin' on the freakshow sitting next to you,1
As of now twenty M's on my schedule (Takeoff),0
It feels like I'm dyin',1
"Going to the jeweler, bust the AP, yeah (Bust it)",0
"Yeah, yeah, yeah",0
Get you off the ground just to knock you to the floor (Yeah),0
"(Nowhere to turn, no way)",1
"I love the way you hurt me, baby",1
"I told her pour me some more, then she went right for the blow (The blow)",0
"Oh, b****, he, oh, b****, he stupid",0
"Oh yeah, and I gotta be thuggin' it",0
"Yeah, I brought me a Maybach, it came with two doors",0
I'm so f***in' grateful for my ex,1
"Jesus, give us strength",0
"Didn't f*** with 12, I was eleven again",0
Face so pretty b****es wish they could slice me,0
"Let you ride it, know your route and you're bad, bad, bad",0
I had her on ice but then,0
"You play with La Flame, I'ma shoot (Racks)",0
I sit back and sip a tea (Sip a tea),0
Had to pray to almighty God they let my dog out the kennel,0
"Rules you don't like, but you still wanna keep 'em",1
Droptop with the windows up,0
"It's empty when I give it back, now where's the uproar?",0
You were the one thing in my way,1
"b**** we be ballin' out, the king brings you 50 bottles",0
"Just like a bird, she gonna swoop",0
"Had to sneak, cheat and bring me down",1
"Cause I'm ready to go, oh, oh, oh",1
And it's often my mind that I'm losin',0
